driver_count_bin	adj_passenger_density
1	0.0
0	2.348469647326844
1	0.0
0	2.61162710751066
0	4.209758901271539
0	4.062680721063864
0	3.2827029857818193
0	5.552288816277105
0	2.194644362308643
0	2.0329359284894406
1	9.417605410012836
1	0.0
2	0.0
1	0.0
1	0.0
1	0.0
1	0.0
1	0.0
0	26.150812628650076
0	133.39128248392714
0	68.0927582021241
0	29.25894269470457
1	118.82431438977794
1	131.84827617145567
0	125.6168524140521
1	0.0
0	34.17616993991045
0	10.918330573637068
0	40.84979824131495
0	15.185708775140165
0	46.82637266310724
1	0.0
0	27.455890181409572
0	21.750613651229568
1	0.0
0	44.03942474757399
0	16.883237595514576
2	8.000972965471624
1	7.571126465024751
0	7.104446076531171
1	12.02729252812109
2	6.034306322980343
0	14.56623123391026
0	3.5577373954395415
1	25.691330104968156
0	5.386602247551746
1	58.778555823752384
1	14712.042114668231
0	91.02332840448399
1	0.0
0	8.446958404561503
0	25.47930136441618
1	0.0
1	0.0
0	4.027974537870199
0	6.492811173589405
0	3.1329845009036377
0	4.602718917362509
0	0.5535848800405643
0	1.0008861553676303
0	1.1100657491924557
0	2.3917061878000383
0	3.8641021785083502
0	2.0424959132449145
1	0.0
0	8.355476644320397
1	0.0
1	0.0
1	0.0
0	2.132957863767054
0	0.9708119292252755
1	0.0
0	2.820330967174423
0	0.6676217374845144
1	0.0
0	5.1069795412694425
0	4.913576345860419
1	0.0
0	4.441893840699912
0	6.333979670914603
0	8.574367611392805
1	0.0
1	0.0
1	0.0
0	1.501449893542178
0	0.9265197051399857
0	1.7471930438126355
0	3.313853294970915
1	0.0
1	0.0
0	21.104375347989578
0	1.16626574368157
1	0.0
0	1.3228152201191938
0	1.4044466609326351
0	1.3336321467001917
1	0.0
0	2.007361736579778
0	0.8579288676662744
1	0.0
0	8.832216068564287
1	0.0
0	42.63303933561067
0	0.5330554895354477
1	0.0
1	0.0
0	4.786853171132937
0	7.189523650056462
1	0.0
1	0.0
1	0.0
0	1.0872453854979416
0	3.5856419396120374
0	3.1782594749504187
3+	5.74137410980828
1	0.0
0	6.15241873793125
0	124.44515606804794
0	5.174660168209465
1	0.0
0	7.763099987205155
1	0.0
0	99.63055044463344
1	0.0
0	46.37307064561937
0	9.852780995539685
0	6.295375998427815
0	43.35352180516203
0	10.707811813902566
1	0.0
0	7.516264108886554
0	42.56051032116126
1	0.0
0	17.60906542000149
1	0.0
1	0.0
0	13.407895658927524
0	6.758767361603418
1	44.09587492413363
0	5.3543096461070165
0	16.543257180476875
1	0.0
0	13.91126810916427
1	1.861811473201879
1	0.0
0	2.4819139008548574
1	0.0
2	0.0
1	0.0
1	0.0
0	29.99556588218795
1	0.0
1	46.55430436238843
0	366.52758384327376
1	0.0
1	0.0
1	0.0
0	26.916792069965112
1	0.0
0	4.154322490300766
1	0.0
0	1.4724884340322766
0	2.501370027178506
0	1.187623414912158
1	0.0
0	2.352094385779453
1	0.0
0	5.595708597845898
0	5.115320085011583
1	0.0
1	0.0
1	0.0
1	0.0
0	1.891730427986059
0	2.4953301090215185
1	0.0
1	0.0
0	14.945829386221778
0	60.79546368474492
1	225.84268770381163
0	44.57082116821289
1	0.0
1	0.0
1	0.0
0	3.333305134806555
0	8.59228434659488
0	3.4384419350535316
1	0.0
0	9.384163358804386
0	15.13743928535675
0	16.788675506239592
1	0.0
1	11.734808705416926
0	11.264293653171027
0	0.19031540189306145
0	0.23606496592003934
0	0.2643737160307514
0	2.8156992357675774
0	3.4776655207493814
0	0.25257389963377447
0	3.7794331427414987
0	2.1866043454188566
1	1.850887177680263
2	0.18826364312376181
0	0.5376138798990588
2	0.0
1	0.0
0	0.26443499556476696
1	0.45920284240365333
