pos	score	driver_status	count	gene	splice_gene
-2	0.33000001311302185	Passengers in absence of driver	1	BIRC6	BIRC6
-4	0.18000000715255737	Passengers in absence of driver	1	FAT3	FAT3
0	-0.7900000214576721	Passengers in absence of driver	1	KMT2C	KMT2C
2	0.8500000238418579	Drivers	1	KMT2C	KMT2C
-3	0.20999999344348907	Passengers in absence of driver	1	LRP1B	LRP1B
-5	0.14000000059604645	Passengers in absence of driver	1	LRP1B	LRP1B
1	0.4699999988079071	Passengers in absence of driver	1	LRP1B	LRP1B
2	0.6000000238418579	Passengers in absence of driver	1	LRP1B	LRP1B
-12	0.18000000715255737	Drivers	1	PBRM1	PBRM1
-12	0.8299999833106995	Drivers	1	PBRM1	PBRM1
-13	0.8199999928474426	Drivers	1	PBRM1	PBRM1
-14	-0.6700000166893005	Passengers in absence of driver	1	PBRM1	PBRM1
-1	-0.8700000047683716	Drivers	1	PBRM1	PBRM1
-1	-0.8999999761581421	Drivers	1	PBRM1	PBRM1
-1	-0.8999999761581421	Drivers	1	PBRM1	PBRM1
-2	-0.8700000047683716	Drivers	1	PBRM1	PBRM1
-2	-0.8899999856948853	Drivers	1	PBRM1	PBRM1
-3	-0.7699999809265137	Passengers in absence of driver	1	PBRM1	PBRM1
-5	-0.46000000834465027	Passengers in absence of driver	1	PBRM1	PBRM1
-7	-0.44999998807907104	Drivers	1	PBRM1	PBRM1
1	-0.8899999856948853	Drivers	1	PBRM1	PBRM1
27	0.5299999713897705	Drivers	1	PBRM1	PBRM1
-1	0.8399999737739563	Passengers in absence of driver	1	SETD2	SETD2
-29	-0.5400000214576721	Drivers	1	SETD2	SETD2
-35	-0.7200000286102295	Passengers in absence of driver	1	SETD2	SETD2
15	-0.38999998569488525	Drivers	1	SETD2	SETD2
2	-0.8600000143051147	Drivers	1	SETD2	SETD2
-1	-0.8199999928474426	Drivers	1	VHL	VHL
16	0.4300000071525574	Drivers	1	VHL	VHL
1	-0.8999999761581421	Drivers	1	VHL	VHL
2	-0.7799999713897705	Drivers	1	VHL	VHL
2	-0.7799999713897705	Drivers	1	VHL	VHL
30	-0.4300000071525574	Drivers	1	VHL	VHL
39	0.30000001192092896	Drivers	1	VHL	VHL
