tf	diff	p_val	pval_adj
A1CF	-0.08622666666666666	0.5567034426519136	0.8752838674919139
ABCF2	-0.14927222222222225	0.44808599349347783	0.8260515938132541
ACO1	-0.021374444444444446	0.679293935800714	0.8817238822937876
ADARB1	0.02984777777777778	0.3833366388418446	0.7683351417249111
AFF4	-0.035833888888888894	0.707131183032623	0.8856311338054125
AGAP2	-0.10521444444444443	0.42342120657979526	0.804500292501611
AGGF1	-0.02496666666666668	0.7804525825484074	0.9127215278201022
AHR	0.010789305555555557	0.2969188005940784	0.6772417138593113
AIRE	-0.000227777777777792	0.9930644266531475	0.996657279137421
AKR1A1	-0.03374722222222221	0.7217797105928614	0.892327676753152
ALX1	-0.042102222222222235	0.6342358778736834	0.8817238822937876
ALX3	-0.014344074074074092	0.770648042034302	0.9106888134173462
ALX4	-0.02186499999999996	0.743817423303363	0.8994548963572488
ANDR	0.01347574074074075	0.12312364253007561	0.3761023397605554
ANXA1	-0.007866666666666668	0.9033541671013223	0.9690272465348291
ANXA11	-0.06626055555555557	0.6062083310937733	0.8776732309259536
AP2A	0.036097222222222225	0.09495861093710503	0.31063111643812424
AP2B	0.01648833333333334	0.5592797744074337	0.8752838674919139
AP2C	0.014475000000000002	0.47079149398657566	0.8350227649096937
AP2D	0.03245166666666667	0.09569460003170108	0.31230214175051624
APEX2	-0.12199500000000002	0.29891073053061473	0.677662017701733
AR	0.02286666666666666	0.027558789771768726	0.11376202801620007
ARFGAP1	0.025852777777777777	0.015752971897363615	0.07070994181761597
ARGFX	0.0057311111111111104	0.8381895053043991	0.9415204589082997
ARI3A	-0.013618888888888889	0.28375935742115743	0.6614692920052864
ARI5B	-0.003969999999999994	0.9105845395657375	0.9693234907824979
ARID3A	0.0005292592592592432	0.9153463111052094	0.9693234907824979
ARID5A	0.013487222222222227	0.4721847394554595	0.8359789780333045
ARID5B	-0.00883777777777775	0.5739712977899383	0.8752838674919139
ARNT	0.015706031746031763	0.01172402202969118	0.05438534633840023
ARNT2	0.02468009259259261	0.0001902162307503945	0.001286975180735596
ARNTL	0.015524682539682547	0.22440887800457865	0.5751569093373766
ARX	-0.045924629629629635	0.5861052842767036	0.8752838674919139
ASAP3	-0.026739444444444434	0.5912619410103575	0.8752838674919139
ASCC1	0.022876111111111104	0.5533877520446217	0.8752838674919139
ASCL1	0.03796444444444446	0.07199917087620435	0.255403708453441
ASCL2	0.02743847222222221	0.006829515419795675	0.03395174869984445
ASPSCR1	0.04469	2.478975216877792e-09	5.457680358427774e-08
ATF1	0.015787777777777786	0.3608316644635283	0.7503351103611902
ATF2	-0.02204481481481479	0.13378764838207022	0.4025237924206755
ATF3	0.02199107142857145	0.001279024481638686	0.007330607256334123
ATF4	-0.0032771111111110952	0.8978372720630801	0.9686833963146457
ATF5	0.04165361111111111	1.3157504849702416e-13	8.295208739335115e-12
ATF6	-0.026880000000000005	0.5155689534874126	0.8651044744319027
ATF6A	-0.04001666666666667	0.584179831930995	0.8752838674919139
ATF7	-0.01108285714285713	0.5673248919571713	0.8752838674919139
ATOH1	0.024592857142857128	0.2912149202972941	0.673191824087245
ATOH7	0.004064444444444447	0.9259382931014064	0.9729366761603415
AVEN	0.029847777777777786	0.5186461080279839	0.8651044744319027
BACH1	0.009525683760683773	0.09850878554990769	0.31774810594819064
BACH2	0.01316787037037037	0.04755326446343688	0.1819790571300324
BAD	0.04966888888888889	6.813495569003599e-05	0.0004973851765372627
BARH1	0.007102222222222218	0.8076915693762967	0.932003499771151
BARH2	-0.0065383333333333335	0.8812955997073009	0.9614466706931402
BARHL1	0.01935685185185185	0.32858026450016	0.7121234699453968
BARHL2	0.007252777777777761	0.48090581454382153	0.8443245123699753
BARX1	-0.01902472222222224	0.6425857081968723	0.8817238822937876
BARX2	0.007322407407407451	0.6866493240465124	0.8817238822937876
BATF	0.030382013888888913	0.013627147310466903	0.06217385960400525
BATF3	-0.0038112962962962883	0.36935042197639817	0.7600727526428254
BAX	-0.23435611111111107	0.44831960134661025	0.8260515938132541
BBX	0.00031666666666665955	0.9900234713057472	0.994432314913665
BC11A	0.011207777777777782	0.7074832705525573	0.8856311338054125
BCL11A	-0.006934999999999997	0.8278466612039672	0.9387668327350631
BCL3	-0.006903333333333331	0.8096518120269226	0.9332062498205168
BCL6	-0.03236428571428569	0.5822513961053171	0.8752838674919139
