tf	diff	p_val	pval_adj
A1CF	-0.057292708333333324	0.656296246615571	0.8739442525822327
ABCF2	-0.07502083333333331	0.4926303207418475	0.842513261244072
ACO1	0.045284375	0.005836788869656038	0.07859831225449442
ADARB1	0.09018437500000001	0.0010960117976623375	0.03794934140778401
AFF4	-0.10050416666666666	0.4734863524492628	0.8323518008201869
AGAP2	0.04335	0.009507229473990486	0.09105834222133673
AGGF1	-0.06416770833333332	0.48698040184479674	0.8419127160950572
AHR	0.020522135416666726	0.1398902265123194	0.44501776186373165
AIRE	0.03465572916666669	0.19005421590553023	0.5261580787644121
AKR1A1	-0.09477395833333335	0.4752947022870679	0.8334181442125956
ALX1	0.0066052083333333275	0.3361742378226298	0.7230634368299952
ALX3	0.033591840277777785	0.014639826129577514	0.10975912887418385
ALX4	0.00042152777777776373	0.9681218099764611	0.9869898791820217
ANDR	0.008067013888888891	0.760027172325895	0.9025322671370004
ANXA1	0.054584375000000004	0.015245082458343126	0.11354212737086095
ANXA11	0.07126874999999999	0.025177495485154675	0.15249426304763988
AP2A	0.01841875000000001	0.5794337798259308	0.8513467530087531
AP2B	0.033840625	0.0014042568571845733	0.04021821552364462
AP2C	0.017224999999999997	0.5963287667237975	0.8513467530087531
AP2D	0.0481625	0.0007602247087935001	0.03625066262057113
APEX2	-0.077078125	0.3856387669630013	0.7727458828113244
AR	0.025457465277777765	0.4327742256289442	0.8067714491664763
ARFGAP1	-0.195809375	0.21794749626576698	0.5757965282297501
ARGFX	-0.03727083333333334	0.45043430364903053	0.8125494663569326
ARI3A	0.0004833333333333287	0.9824782443466471	0.9961237755181284
ARI5B	0.029038541666666664	0.014273783469995915	0.10818435886822042
ARID3A	0.001006597222222197	0.959194875267592	0.9818474479676385
ARID5A	0.034186458333333336	0.11289829153368715	0.38580037679507917
ARID5B	0.017726041666666626	0.04407783354030061	0.2096752256365483
ARNT	0.00037767857142854966	0.9808392212700237	0.9961237755181284
ARNT2	-0.029125347222222202	0.44826377074353624	0.8125494663569326
ARNTL	0.00946666666666666	0.2970496871535841	0.6878262371986997
ARX	0.012538541666666705	0.1638457711993328	0.4827116391934997
ASAP3	-0.01122395833333334	0.8498897742472308	0.9370406334506433
ASCC1	0.07170729166666667	0.12554730234216538	0.41166455874369595
ASCL1	0.020426458333333352	0.024397833157917458	0.1510705115626407
ASCL2	0.0161377604166667	0.006864694608025217	0.08425957010027413
ASPSCR1	0.040646875	0.015791663923493873	0.11354212737086095
ATF1	-0.04981083333333334	0.31767665391539673	0.7045356619189853
ATF2	-0.041602546296296304	0.33504914235413513	0.7227265325741609
ATF3	0.0040051339285714325	0.8348478152269256	0.9347046968015911
ATF4	-0.0022410416666666655	0.9477843123031929	0.9777887135237294
ATF5	-0.12593645833333333	0.26236048873497514	0.6395325094471187
ATF6	-0.0870963541666667	0.3527004735263155	0.7389660978564949
ATF6A	-0.071228125	0.48106752474761183	0.8382420311871076
ATF7	-0.0348784226190476	0.3037170293560685	0.6917167811442808
ATOH1	-0.006924851190476172	0.7530406846679477	0.9010179261037867
ATOH7	0.007997916666666667	0.7186182689312233	0.8932463861028492
AVEN	0.03830520833333333	0.2664247446730633	0.6407420871133432
BACH1	0.020034054487179487	0.0002800335948030238	0.03042375530486313
BACH2	0.007556423611111095	0.6443377283975933	0.8707281876242873
BAD	0.055340625	0.054821887159278	0.24607753232983362
BARH1	-0.034728125	0.4176952365382756	0.8045120781949539
BARH2	-0.023901041666666664	0.27427028902665573	0.6502784459486692
BARHL1	-0.1779791666666667	0.16147961593816004	0.47937268097481905
BARHL2	-0.06040924479166668	0.3127967082015772	0.7029831924676396
BARX1	0.02203368055555556	0.047856688207602735	0.2205223473220764
BARX2	0.029401388888888876	0.19468920716057364	0.533663893936197
BATF	-0.019802734375000023	0.6268270091368445	0.8629223253176753
BATF3	0.004240509259259239	0.7192430506006617	0.8932463861028492
BAX	0.049253125	0.04374336357838211	0.2096752256365483
BBX	-0.020346875	0.49618028400483194	0.8451017966410975
BC11A	0.03462604166666666	0.0383665477561212	0.19698853382350778
BCL11A	-0.04391822916666666	0.5485888101147042	0.8488000545137581
BCL3	-0.005867708333333332	0.846553111566024	0.9352978071394927
BCL6	0.056271726190476205	0.0034828312502284014	0.05963811042057769
BCL6B	0.017437326388888903	0.5029043504484145	0.8458107478688369
BHA15	0.0158625	0.38779754771224384	0.7750363093326833
BHE22	0.00825104166666667	0.7163688887442041	0.8932463861028492
BHE23	-0.13891458333333337	0.44202803698309767	0.8118312492298485
BHE40	0.009960416666666666	0.5362171650816203	0.8473029003445224
BHE41	0.06455833333333333	0.0002940533090405891	0.03042375530486313
BHLHA15	0.0082624053030303	0.33196426029286596	0.7211663723661867
BHLHB2	0.026144791666666667	0.1155840555681184	0.38911428415771904
BHLHB3	0.037896875	0.02880050320005855	0.164388057360005
BHLHE22	0.004723003472222195	0.7065510247321873	0.8932463861028492
BHLHE23	-0.0040927083333333406	0.9177223462389585	0.9679702617744756
BHLHE40	0.021989732142857155	0.21204336276695132	0.5677686180651766
BHLHE41	0.03709140625	0.01035607608184525	0.09575918350346242
BMAL1	0.023209375000000004	0.041360499962229576	0.20396427161462616
BNC2	-0.03388229166666667	0.6292369686963329	0.8635485754658151
BOLL	-0.12347083333333335	0.38471572737476356	0.7722152154396484
BPTF	0.01714427083333333	0.6818291348227112	0.8889409853665824
BRAC	0.01994010416666668	0.2405136467687137	0.6120531030138016
BRCA1	-0.0029770833333333316	0.9552868085365802	0.9804162949885334
BSH	0.011687499999999993	0.2409850336943544	0.6120531030138016
BSX	0.04386909722222222	0.11994947778670931	0.3980141762922627
C19ORF25	0.0696875	0.011413931614724102	0.0983198471983054
C19ORF40	-0.027367708333333338	0.6945992501414109	0.8932463861028492
C9ORF156	0.0379875	0.006630817415310701	0.08360857959123585
CANX	0.015759375	0.0620839875836237	0.26495535624149563
CART1	0.0034718749999999993	0.8705212853070856	0.9476309841556046
